case:court:code	PENDENTES-CRIMINAL-2015	PENDENTES-CRIMINAL-2016	PENDENTES-CRIMINAL-2017	PENDENTES-CRIMINAL-2018	PENDENTES-CRIMINAL-2019	PENDENTES-NÃO CRIMINAL-2015	PENDENTES-NÃO CRIMINAL-2016	PENDENTES-NÃO CRIMINAL-2017	PENDENTES-NÃO CRIMINAL-2018	PENDENTES-NÃO CRIMINAL-2019	PENDENTES-NÃO CRIMINAL-2020	SUSPENSOS-CONHECIMENTO-2015	SUSPENSOS-CONHECIMENTO-2016	SUSPENSOS-CONHECIMENTO-2017	SUSPENSOS-CONHECIMENTO-2018	SUSPENSOS-CONHECIMENTO-2019	SUSPENSOS-CONHECIMENTO-2020	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2015	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2016	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2017	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2018	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2019	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2015	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2016	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2017	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2018	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2019	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2020	RECURSOS INTERNOS-CONHECIMENTO-2018	RECURSOS INTERNOS-CONHECIMENTO-2019	RECURSOS INTERNOS-CONHECIMENTO-2020	SUSPENSOS-EXTRAJUDICIAL NÃO FISCAL-2017	SUSPENSOS-EXTRAJUDICIAL NÃO FISCAL-2018	SUSPENSOS-EXTRAJUDICIAL NÃO FISCAL-2019	Tipo	Classificação	Município
52158	0	0	0	0	0	826	1160	861	729	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52159	99	73	74	77	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADJ	SJ - SECRETARIA;	PORTO ALEGRE
52160	0	0	0	0	0	5173	5335	4156	4667	4550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52161	0	0	0	0	0	2174	1047	581	627	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52162	0	0	0	0	0	81	246	217	165	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADJ	SJ - SECRETARIA;	PORTO ALEGRE
52164	0	0	0	0	0	1528	1435	1163	1071	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52166	4910	4843	4456	4182	2596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52168	0	0	0	0	0	641	1183	625	741	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52169	0	0	0	0	0	900	550	526	419	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52170	3170	1490	1515	1506	1623	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52171	2898	2503	2725	3048	2487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52172	418	605	608	4	0	0	0	0	1122	1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52173	0	0	0	0	0	4602	4434	2764	2431	1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52175	77	86	11	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	VP - GABINETE DA VICE-PRESIDÊNCIA	PORTO ALEGRE
52176	0	0	0	0	0	2940	2575	1819	1001	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52177	0	0	0	0	0	28	36	32	41	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADJ	SJ - SECRETARIA;	PORTO ALEGRE
52178	0	0	0	0	0	1316	1149	66	931	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52179	990	779	833	911	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52186	983	1056	1017	1089	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52187	0	0	0	0	0	26	43	52	61	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADJ	SJ - SECRETARIA;	PORTO ALEGRE
52188	0	0	0	0	0	4090	5003	4004	3722	2615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52189	670	237	114	887	720	0	2092	1620	170	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52190	0	0	0	0	0	1057	1870	1551	539	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52191	0	0	0	0	0	881	1304	1635	1222	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52192	775	936	1027	869	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52193	0	0	0	0	0	6615	6697	3995	3367	3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52195	0	0	4	0	0	282	4783	6982	9692	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	VP - GABINETE DA VICE-PRESIDÊNCIA	PORTO ALEGRE
52196	0	0	0	0	0	620	656	528	581	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52197	0	0	0	0	0	3458	3269	4013	4409	4206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52200	76	61	72	70	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADJ	SJ - SECRETARIA;	PORTO ALEGRE
52201	3015	2538	2443	3154	1960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52202	675	588	768	659	508	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52203	0	0	0	0	0	537	720	1225	1287	1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52204	0	0	0	0	0	440	765	682	783	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52205	0	0	0	0	0	281	305	212	26	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	VP - GABINETE DA VICE-PRESIDÊNCIA	PORTO ALEGRE
52207	0	0	0	0	0	790	962	576	666	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52208	1321	1451	1038	1070	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52211	569	594	593	678	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52212	0	0	0	0	0	859	851	1069	1186	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52213	0	0	0	0	0	1939	1314	948	1325	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52214	0	0	0	0	0	19195	18429	10289	5055	5524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52216	2724	1244	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	PORTO ALEGRE
52217	0	0	0	0	0	427	568	662	776	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52218	52	51	46	46	40	361	514	924	553	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	PL - PLENÁRIO (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52219	390	438	657	684	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52220	0	0	0	0	0	1061	1442	1774	1375	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52221	0	0	0	0	0	766	824	1136	1125	1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52222	0	437	1024	1081	740	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52223	0	0	0	0	0	1827	1753	1302	1123	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52226	750	451	353	822	109	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52227	0	0	0	0	0	2024	2593	2264	2660	1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52228	1167	896	519	1007	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52229	0	0	0	0	0	2301	2364	1894	2004	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52231	0	0	0	0	0	1652	1310	1292	1258	1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52232	0	0	0	0	0	20	28	57	32	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADJ	SJ - SECRETARIA;	PORTO ALEGRE
52233	0	0	0	0	0	1071	1629	1565	1037	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52234	0	0	0	0	0	0	0	0	501	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52235	460	841	1070	981	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52236	0	0	0	0	0	142	141	249	212	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADJ	SJ - SECRETARIA;	PORTO ALEGRE
52238	0	0	0	0	0	1242	1239	807	766	883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52240	0	0	0	0	0	3431	2537	1233	871	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52241	0	0	0	0	0	823	1130	991	1100	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52242	0	0	0	0	0	3473	3581	4199	4067	4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52243	0	0	0	0	0	392	457	790	921	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52245	10023	6479	4519	3778	3873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52246	0	0	0	0	0	745	815	1067	1214	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52248	0	0	0	0	0	903	788	860	764	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52249	0	0	0	0	0	0	1144	893	716	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52250	0	155	0	0	0	0	384	812	838	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52251	0	0	0	0	0	1184	1353	749	683	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52252	0	0	0	0	0	772	791	502	606	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52254	0	0	0	0	0	5704	4644	3639	3864	4623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52255	0	0	0	0	0	1403	826	874	1235	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52257	0	0	0	0	0	3477	6256	6660	5904	3868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52258	656	622	700	584	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52259	0	0	0	0	0	4169	4653	5509	5121	4490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52260	0	0	0	0	0	471	946	563	284	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52261	918	355	630	737	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52262	0	0	0	0	0	3381	2770	1843	1715	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52263	0	0	0	0	0	1170	1863	1701	938	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52264	0	0	0	0	0	1790	1496	1245	936	1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52265	0	0	0	0	0	4697	4414	3222	3265	2913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	CÂM - CÂMARAS (2º GRAU OU TRIBUNAIS SUPERIORES)	PORTO ALEGRE
52267	0	0	0	0	0	258	507	567	840	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52269	486	530	764	1031	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ2	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	PORTO ALEGRE
52270	0	0	0	0	0	20	31	34	42	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADJ	SJ - SECRETARIA;	PORTO ALEGRE
