breadscrum,cod_item,cod_item_pai,nome
11428:11583:11584:11595:11597,11597,11595,Inelegibilidade - Analfabetismo
11428:11583:11584:11595:11598,11598,11595,Inelegibilidade - Condenação Criminal por órgão colegiado ou Transitada em Julgado
11428:11583:11584:11595:11599,11599,11595,Inelegibilidade - Declaração de Indignidade ou de Incompatibilidade com o Oficialato
11428:11583:11584:11595:11600,11600,11595,Inelegibilidade - Desincompatibilização
11428:11583:11584:11595:11601,11601,11595,Inelegibilidade - Inalistável
11428:11583:11584:11595:11602,11602,11595,Inelegibilidade - Parentesco
11428:11583:11584:11595:11603,11603,11595,Inelegibilidade - Reeleição
11428:11583:11584:11595:11604,11604,11595,Inelegibilidade - Rejeição de Contas Públicas
11428:11583:11584:11595:11605,11605,11595,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral
11428:11583:11584:11595:11606,11606,11595,Inelegibilidade - Terceiro Mandato
11428:11583:11584:11595:11607,11607,11595,Inelegibilidade - Vida Pregressa
11428:11583:11584:11595:11608,11608,11595,Inelegibilidade - Vínculo Afetivo
11428:11583:11584:11595:11609,11609,11595,Inelegibilidade - Vínculo Conjugal
11428:11583:11584:11595:11610,11610,11595,Inelegibilidade - Vínculo em União Estável 
11428:11583:11584:11611,11611,11584,Nome do Candidato
11428:11583:11584:11611:11612,11612,11611,Nome do Candidato - Homonímia
11428:11583:11584:11611:11613,11613,11611,Nome do Candidato - Variação Nominal
11428:11583:11584:11614,11614,11584,Prestação de Contas - De Candidato
11428:11583:11584:11615,11615,11584,Registro de Candidatura
11428:11583:11584:11615:11616,11616,11615,Impugnação ao Registro de Candidatura
11428:11583:11584:11615:11617,11617,11615,Registro de Candidatura - Preenchimento de Vaga Remanescente
11428:11583:11584:11615:11618,11618,11615,Registro de Candidatura - RRC - Candidato
11428:11583:11584:11615:11619,11619,11615,Registro de Candidatura - RRCI - Candidato Individual
11428:11583:11584:11615:11620,11620,11615,Registro de Candidatura - Substituição de Candidato
11428:11583:11584:11615:11620:11621,11621,11620,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro
11428:11583:11584:11615:11620:11622,11622,11620,Registro de Candidatura - Substituição de Candidato - Por Cassação de Registro
11428:11583:11584:11615:11620:11623,11623,11620,Registro de Candidatura - Substituição de Candidato - Por Expulsão Partidária
11428:11583:11584:11615:11620:11624,11624,11620,Registro de Candidatura - Substituição de Candidato - Por Falecimento
11428:11583:11584:11615:11620:11625,11625,11620,Registro de Candidatura - Substituição de Candidato - Por Indeferimento de Registro
11428:11583:11584:11615:11620:11626,11626,11620,Registro de Candidatura - Substituição de Candidato - Por Ineligibilidade
11428:11583:11584:11615:11620:11627,11627,11620,Registro de Candidatura - Substituição de Candidato - Por Renúncia
11428:11583:11628,11628,11583,Cargos
11428:11583:11628:11629,11629,11628,Cargo - Deputado Distrital
11428:11583:11628:11630,11630,11628,Cargo - Deputado Estadual
11428:11583:11628:11631,11631,11628,Cargo - Deputado Federal
11428:11583:11628:11632,11632,11628,Cargo - Governador
11428:11583:11628:11633,11633,11628,Cargo - Prefeito
11428:11583:11628:11634,11634,11628,Cargo - Presidente da República
11428:11583:11628:11635,11635,11628,Cargo - Primeiro Suplente de Senador
11428:11583:11628:11636,11636,11628,Cargo - Segundo Suplente de Senador
11428:11583:11628:11637,11637,11628,Cargo - Senador
11428:11583:11628:11638,11638,11628,Cargo - Vereador
11428:11583:11628:11639,11639,11628,Cargo - Vice-Governador
11428:11583:11628:11640,11640,11628,Cargo - Vice-Prefeito
11428:11583:11628:11641,11641,11628,Cargo - Vice-Presidente da República
11428:11583:11642,11642,11583,Eleições - 1° Turno
11428:11583:11643,11643,11583,Eleições - 2° Turno
11428:11583:11644,11644,11583,Eleições - Anulação de Eleições
11428:11583:11645,11645,11583,Eleições - Eleição Majoritária
11428:11583:11646,11646,11583,Eleições - Eleição Proporcional
11428:11583:11647,11647,11583,Eleições - Eleição Suplementar
11428:11583:11648,11648,11583,Pesquisa Eleitoral
11428:11583:11648:11649,11649,11648,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta
11428:11583:11648:11650,11650,11648,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro
11428:11583:11648:11651,11651,11648,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral
11428:11583:11652,11652,11583,Propaganda Política - Propaganda Eleitoral
11428:11583:11652:11653,11653,11652,Propaganda Política - Propaganda Eleitoral - Adesivo
11428:11583:11652:11654,11654,11652,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som
11428:11583:11652:11655,11655,11652,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa
11428:11583:11652:11656,11656,11652,Propaganda Política - Propaganda Eleitoral - Bem Particular
11428:11583:11652:11657,11657,11652,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum
11428:11583:11652:11658,11658,11652,Propaganda Política - Propaganda Eleitoral - Bem Público
11428:11583:11652:11659,11659,11652,Propaganda Política - Propaganda Eleitoral - Bem Tombado
11428:11583:11652:11660,11660,11652,Propaganda Política - Propaganda Eleitoral - Boca de Urna
11428:11583:11652:11661,11661,11652,Propaganda Política - Propaganda Eleitoral - Cavalete
11428:11583:11652:11662,11662,11652,Propaganda Política - Propaganda Eleitoral - Comício/Showmício
11428:11583:11652:11663,11663,11652,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal
11428:11583:11652:11664,11664,11652,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde"
11428:11583:11652:11665,11665,11652,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal
11428:11583:11652:11666,11666,11652,Propaganda Política - Propaganda Eleitoral - Debate Político
11428:11583:11652:11667,11667,11652,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada
11428:11583:11652:11668,11668,11652,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos
11428:11583:11652:11669,11669,11652,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito
11428:11583:11652:11669:11670,11670,11669,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda
11428:11583:11652:11669:11671,11671,11669,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda
11428:11583:11652:11669:11672,11672,11669,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco
11428:11583:11652:11669:11673,11673,11669,Propaganda Política - Propaganda Eleitoral - Rádio
11428:11583:11652:11669:11674,11674,11669,Propaganda Política - Propaganda Eleitoral - Rádio Comunitária
11428:11583:11652:11669:11675,11675,11669,Propaganda Política - Propaganda Eleitoral - Televisão
11428:11583:11652:11669:11676,11676,11669,Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação
11428:11583:11652:11677,11677,11652,Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide
11428:11583:11652:11678,11678,11652,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal
11428:11583:11652:11679,11679,11652,Propaganda Política - Propaganda Eleitoral - Internet
11428:11583:11652:11680,11680,11652,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias
11428:11583:11652:11681,11681,11652,Propaganda Política - Propaganda Eleitoral - Outdoors
11428:11583:11652:11682,11682,11652,Propaganda Política - Propaganda Eleitoral - Pintura em Muro
11428:11583:11652:11683,11683,11652,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial"
11428:11583:11684,11684,11583,Recursos Financeiros de Campanha Eleitoral
11428:11583:11684:11685,11685,11684,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral
11428:11583:11684:11686,11686,11684,Comitê Financeiro
11428:11583:11684:11686:11687,11687,11686,Prestação de Contas - De Comitê Financeiro
11428:11583:11684:11686:11688,11688,11686,Registro de Comitê Financeiro
11428:11583:11684:11686:11688:11689,11689,11688,Registro de Comitê Financeiro - Eleição Majoritária
11428:11583:11684:11686:11688:11690,11690,11688,Registro de Comitê Financeiro - Eleição Proporcional
11428:11583:11684:11686:11688:11691,11691,11688,Registro de Comitê Financeiro - Único
11428:11583:11684:11692,11692,11684,Contas
11428:11583:11684:11692:11693,11693,11692,Contas - Apresentação de Contas
11428:11583:11684:11692:11693:11694,11694,11693,Contas - Aprovação
11428:11583:11684:11692:11693:11694:11695,11695,11694,Contas - Aprovação das Contas
11428:11583:11684:11692:11693:11694:11696,11696,11694,Contas - Aprovação das Contas com Ressalvas
11428:11583:11684:11692:11693:11697,11697,11693,Contas - Desaprovação/Rejeição das Contas
11428:11583:11684:11692:11698,11698,11692,Contas - Não Apresentação das Contas
11428:11583:11684:11699,11699,11684,Doação de Recursos Acima do Limite Legal
11428:11583:11684:11699:11700,11700,11699,Doação de Recursos Acima do Limite Legal - Pessoa Física
11428:11583:11684:11699:11701,11701,11699,Doação de Recursos Acima do Limite Legal - Pessoa Jurídica
11428:11583:11702,11702,11583,Garantias Eleitorais
11428:11583:11702:11703,11703,11702,Habeas Corpus
11428:11583:11702:11703:11704,11704,11703,Habeas Corpus - Liberatório
11428:11583:11702:11703:11705,11705,11703,Habeas Corpus - Preventivo
11428:11583:11702:11706,11706,11702,Impugnação
11428:11583:11702:11706:11707,11707,11706,Impugnação - Identidade de Eleitor Admitido a Votar
11428:11583:11702:11706:11708,11708,11706,Impugnação - Nomeação de Membro da Mesa Receptora
11428:11583:11702:11706:11709,11709,11706,Impugnação - Nomeação de Membro da Junta Eleitoral
11428:11583:11702:11706:11710,11710,11706,Impugnação - Sistema Eletrônico de Votação
11428:11583:11702:11706:11711,11711,11706,Impugnação - Voto por Cédula
11428:11583:11712,11712,11583,Registro de Candidatura - DRAP - Partido/Coligação
11428:11583:11713,11713,11583,Resultados
11428:11583:11713:11714,11714,11713,Apuração/Totalização de Votos
11428:11583:11713:11715,11715,11713,Quociente Eleitoral/Partidário
11428:11583:11716,11716,11583,Transgressões Eleitorais
11428:11583:11716:11717,11717,11716,Abuso
11428:11583:11716:11717:11718,11718,11717,Abuso - De Poder Econômico
11428:11583:11716:11717:11719,11719,11717,Abuso - De Poder Político/Autoridade
11428:11583:11716:11717:11720,11720,11717,Abuso - Uso Indevido de Meio de Comunicação Social
11428:11583:11716:11721,11721,11716,Captação Ilícita de Sufrágio
11428:11583:11716:11722,11722,11716,Corrupção ou Fraude
11428:11583:11716:11723,11723,11716,Propaganda Política - Propaganda Institucional
11428:11724,11724,11428,Diplomação
11428:11725,11725,11428,Direitos Políticos
11428:11725:11726,11726,11725,Direitos Políticos - Perda dos Direitos Políticos
11428:11725:11727,11727,11725,Direitos Políticos - Restabelecimento dos Direitos Políticos
11428:11725:11728,11728,11725,Direitos Políticos - Suspensão de Direitos Políticos
11428:11729,11729,11428,Execução
11428:11729:11730,11730,11729,Execução - De Astreintes
11428:11729:11731,11731,11729,Execução - De Multa Eleitoral
11428:11729:11732,11732,11729,Execução de Julgado
11428:11733,11733,11428,Garantias Processuais
11428:11733:11734,11734,11733,Cautelar Inominada
11428:11733:11734:11735,11735,11734,Cautelar Inominada - De Busca e Apreensão
11428:11733:11734:11736,11736,11734,Cautelar Inominada - De Produção Antecipada de Provas
11428:11733:11734:11737,11737,11734,Cautelar Inominada - Incidental
11428:11733:11734:11738,11738,11734,Cautelar Inominada - Preparatória
11428:11733:11739,11739,11733,Exceção
11428:11733:11739:11740,11740,11739,Exceção - De Coisa Julgada
11428:11733:11739:11741,11741,11739,Exceção - De Ilegitimidade de Parte
11428:11733:11739:11742,11742,11739,Exceção - De Impedimento
11428:11733:11739:11743,11743,11739,Exceção - De Incompetência
11428:11733:11739:11744,11744,11739,Exceção - De Litispendência
11428:11733:11739:11745,11745,11739,Exceção - De Pré-Executividade
11428:11733:11739:11746,11746,11739,Exceção - De Suspeição
11428:11747,11747,11428,Partidos Políticos
11428:11747:11748,11748,11747,Alteração Estatutária de Partido Político em Matéria Administrativa
11428:11747:11749,11749,11747,Coligação Partidária
11428:11747:11749:11750,11750,11749,Coligação Partidária - Majoritária
11428:11747:11749:11751,11751,11749,Coligação Partidária - Majoritária e Proporcional
11428:11747:11749:11752,11752,11749,Coligação Partidária - Proporcional
11428:11747:11753,11753,11747,Convenção Partidária
11428:11747:11754,11754,11747,Filiação/Desfiliação
11428:11747:11754:11755,11755,11754,Filiação Partidária
11428:11747:11754:11755:11756,11756,11755,Filiação Partidária - Cancelamento
11428:11747:11754:11755:11757,11757,11755,Filiação Partidária - Coexistência
11428:11747:11754:11755:11758,11758,11755,Filiação Partidária - Exclusão
11428:11747:11754:11759,11759,11754,Desfiliação Partidária
11428:11747:11754:11759:11760,11760,11759,Justificação de Desfiliação Partidária
11428:11747:11754:11759:11761,11761,11759,Perda de Cargo Eletivo por Desfiliação Partidária
11428:11747:11762,11762,11747,Fusão de Partidos Políticos
11428:11747:11763,11763,11747,Incorporação de Partidos Políticos
11428:11747:11764,11764,11747,Órgão de Direção Partidária
11428:11747:11764:11765,11765,11764,Dissolução de Órgão de Direção Partidária
11428:11747:11764:11766,11766,11764,Partido Político - Órgão de Direção Estadual
11428:11747:11764:11767,11767,11764,Partido Político - Órgão de Direção Municipal
11428:11747:11764:11768,11768,11764,Partido Político - Órgão de Direção Nacional
11428:11747:11769,11769,11747,Partido Político - Comissão Provisória
11428:11747:11770,11770,11747,Propaganda Política
11428:11747:11770:11771,11771,11770,Propaganda Política - Propaganda Intrapartidária
11428:11747:11770:11772,11772,11770,Propaganda Política Partidária
11428:11747:11770:11772:11773,11773,11772,Propaganda Política - Propaganda Partidária
11428:11747:11770:11772:11774,11774,11772,Veiculação
11428:11747:11770:11772:11774:11775,11775,11774,Veiculação de Propaganda Partidária - Em Bloco
11428:11747:11770:11772:11774:11776,11776,11774,Veiculação de Propaganda Partidária - Em Inserções
11428:11777,11777,11428,Plebiscito
11428:11778,11778,11428,Requerimento
9633:9634:9847:9878:11779,11779,9878,Contra o Ordenamento Urbano e o Patrimônio Cultural
287:3603:3618:11780,11780,3618,Crimes contra o Ordenamento Urbano e o Patrimônio Cultural
8826:11781,11781,8826,Objetos de cartas precatórias/de ordem
8826:11781:11782,11782,11781,Intimação
8826:11781:11783,11783,11781,Citação
8826:11781:11784,11784,11781,Oitiva
8826:11781:11785,11785,11781,Diligências
8826:11781:11786,11786,11781,Atos executórios
287:5874:11797,11797,5874,Entrada de aparelho telefônico de comunicação móvel em estabelecimento prisional
9985:11802,11802,9985,Ordem Urbanística
9985:11803,11803,9985,CONSELHOS
899:7681:9580:4839:11804,11804,4839,Programas de Arrendamento Residencial  PAR
899:7681:9580:4839:11805,11805,4839,Tabela Price
1156:7771:7752:11806,11806,7752,Empréstimo consignado
1156:7771:7752:11807,11807,7752,Tarifas
1156:7771:11808,11808,7771,Capitalização e Previdência Privada
1156:7771:11809,11809,7771,Transporte Aquaviário
1156:11810,11810,1156,Dever de Informação
1156:11811,11811,1156,Práticas Abusivas
1156:11812,11812,1156,Oferta e Publicidade
1156:7771:7776:11814,11814,7776,Transporte Ferroviário
1156:7771:7776:11815,11815,7776,Transporte Rodoviário
9633:9964:11816,11816,9964,Infrações administrativas
9633:9964:11817,11817,9964,Fundos
9633:9964:11818,11818,9964,Medidas de proteção
9633:9964:11819,11819,9964,Classificação indicativa
9633:9964:11820,11820,9964,Entidades de atendimento
9633:9964:11821,11821,9964,Conselhos tutelares
9985:10110:11822,11822,10110,Mineração
9985:10110:11823,11823,10110,Reserva legal
9985:10110:11824,11824,10110,Recursos Hídricos
9985:10110:11825,11825,10110,Poluição
9985:10110:11826,11826,10110,Zoneamento Ecológico e Econômico
9985:10110:11827,11827,10110,Zona Costeira
9985:10110:11828,11828,10110,Área de Preservação Permanente
9985:10110:11829,11829,10110,Produtos Controlados / Perigosos
9985:10110:11830,11830,10110,Patrimônio Cultural
9985:11831,11831,9985,Controle Externo da atividade policial
9985:11803:11832,11832,11803,Conselho do Idoso
9985:11803:11833,11833,11803,Conselho da Comunidade
9985:11803:11834,11834,11803,Conselho sobre Drogas
9985:11803:11835,11835,11803,Conselho de Direitos da Criança e Adolescente
9985:11802:11836,11836,11802,Parcelamento do Solo
9985:11802:11837,11837,11802,Comércio Ambulante
9985:11802:11838,11838,11802,Operações Urbanas Consorciadas
9985:11802:11839,11839,11802,Posturas Municipais
9985:11802:11840,11840,11802,Segurança em Edificações
9985:11841,11841,9985,Política Agrícola
9985:9986:11842,11842,9986,Pessoa Idosa
9985:9986:11843,11843,9986,Pessoas com deficiência
9985:9986:11844,11844,9986,Minorias Étnicas
9985:9986:11845,11845,9986,Comunicação Social
9985:9986:11846,11846,9986,Moradia
9985:9986:11847,11847,9986,Assistência Social
9985:9986:11848,11848,9986,Alimentação
9985:9986:11849,11849,9986,Não Discriminação
9985:10028:10064:11851,11851,10064,Terceirização do SUS
9985:10028:10064:11852,11852,10064,Financiamento do SUS
9985:10028:10064:11853,11853,10064,Vigilância Sanitária e Epidemiológica
9985:10028:10064:11854,11854,10064,Saúde Mental
9985:10028:10064:11855,11855,10064,Controle Social e Conselhos de Saúde
9985:10028:10064:11856,11856,10064,Hospitais e Outras Unidades de Saúde
9985:10028:10064:11857,11857,10064,Doação e Transplante de Órgãos; Tecidos e Partes do Corpo Humano
9985:10219:10288:11858,11858,10288,Recebimento de bolsa de estudos
1156:7771:11860,11860,7771,Produto Impróprio
1156:7771:11861,11861,7771,Combustíveis e derivados
9985:10110:11862,11862,10110,Saneamento
9985:11863,11863,9985,Responsabilidade Fiscal
1156:11864,11864,1156,Irregularidade no atendimento
1156:11865,11865,1156,Vendas casadas
1156:11866,11866,1156,Jogos / Sorteios / Promoções comerciais
1156:6220:11867,11867,6220,Produto Impróprio
1156:11868,11868,1156,Combustíveis e derivados
9985:10110:11869,11869,10110,Saneamento
9985:10088:10089:11870,11870,10089,Utilização de bens públicos
9985:10136:11871,11871,10136,Agências/órgãos de regulação
9985:11872,11872,9985,Sistema de proteção especial a vítimas e a testemunhas
9985:11873,11873,9985,Política fundiária e da reforma agrária
9985:11874,11874,9985,Responsabilidade fiscal
9985:10028:10064:11883,11883,10064,Tratamento Médico-Hospitalar
9985:10028:10064:11884,11884,10064,Fornecimento de Medicamentos
9985:10028:10064:11883:11885,11885,11883,Unidade de terapia intensiva (UTI) ou unidade de cuidados intensivos (UCI)
287:3603:11895,11895,3603,Crimes Previstos no Estatuto do Torcedor
9633:9634:9847:11896,11896,9847,Previstos no Estatuto do Torcedor
9985:10954:11897,11897,10954,Crédito Especial
9985:10954:11898,11898,10954,Crédito Extraordinário
9985:9997:11899,11899,9997,Ato Normativo
9985:9997:11899:11900,11900,11899,Resolução
9985:9997:11899:11901,11901,11899,Recomendação
9985:9997:11899:11902,11902,11899,Resolução Conjunta
9985:10370:11903,11903,10370,Concurso para magistrado
9985:10370:11904,11904,10370,Prova Objetiva
9985:10370:11905,11905,10370,Prova Subjetiva
9985:10370:11906,11906,10370,Prova Prática-Sentença
9985:10370:11907,11907,10370,Prova Oral
9985:10370:11908,11908,10370,Reserva de Vagas
9985:10370:11909,11909,10370,Concurso para servidor
9985:10370:11910,11910,10370,Concurso para serventia extrajudicial
9985:10186:10187:11911,11911,10187,Juizados Especiais
9985:10186:10187:11911:11912,11912,11911,Juiz Leigo
9985:10186:10187:11911:11913,11913,11911,Composição de Turmas Recursais
9985:10186:10187:11914,11914,10187,Licença
9985:10186:10187:11915,11915,10187,Participação Societária
9985:10186:10187:11916,11916,10187,Plantão Judiciário
9985:10186:10187:11917,11917,10187,Residência
9985:10186:10187:11918,11918,10187,Substituição/Convocação em Tribunal
9985:10186:10187:11919,11919,10187,Violação Prerrogativa Advogado
9985:10186:10187:11920,11920,10187,Eleição
9985:10186:10187:11920:11921,11921,11920,Cargos de Direção
9985:10186:10187:11920:11922,11922,11920,Órgão Especial
8826:9148:10672:11923,11923,10672,Fraude / Quebra de ordem cronológica
8826:9148:10672:11924,11924,10672,Pagamento
9985:10028:10073:10083:11925,11925,10083,Vacância
9985:10028:10073:10083:11926,11926,10083,Remoção
9985:10028:10073:10083:11927,11927,10083,Desmembramento
9985:10028:10073:10083:11928,11928,10083,Cumulação
9985:10028:10073:10083:11929,11929,10083,Emolumentos
9985:10028:10073:10083:11930,11930,10083,Fraude
9985:10028:10073:10083:11931,11931,10083,Gratuidade
9985:10028:10073:10083:11932,11932,10083,Princípio da Territorialidade
9985:10028:10073:10083:11933,11933,10083,Provimento Irregular
9985:10028:10073:10083:11934,11934,10083,Registro Civil de Nascimento
9985:10028:10073:10083:11935,11935,10083,Registro de Imóveis
9985:10219:10220:11936,11936,10220,Cessão
9985:10219:10220:11937,11937,10220,Desvio de Função
9985:10219:10220:11938,11938,10220,Provimento de Cargos
9633:9634:9932:11939,11939,9932,Entrada de aparelho telefônico de comunicação móvel em estabelecimento prisional
195:6119:6120:6127:11940,11940,6127,Inclusão do 13º salário (gratificação natalina) no PBC
195:6119:6120:11941,11941,6120,Art. 26 da Lei 8.870/1994
195:6119:6120:11942,11942,6120,"Art. 29, § 5º, da Lei 8.213/1991"
195:6119:6120:11943,11943,6120,"Art. 29, II, da Lei 8.213/1991"
195:6119:6120:11944,11944,6120,Alteração do teto máximo para o valor do benefício previdenciário do RGPS (EC 20 e 41)
195:6119:6138:6149:11945,11945,6149,"Revisão do valor do benefício no primeiro reajuste após a concessão (Art. 21, § 3º, da Lei 8.880/1994)"
12734:6114:11946,11946,6114,Deficiente
12734:6114:11947,11947,6114,Idoso
9985:9997:10015:11948,11948,10015,Inspeção
9985:9997:11949,11949,9997,Revisão/Desconstituição de Ato Administrativo
9985:10186:10187:11950,11950,10187,Morosidade no Julgamento do Processo
9985:9997:10015:11951,11951,10015,Investigação Patrimonial
9985:10186:10187:11952,11952,10187,Apuração de Infração Disciplinar
899:10431:10439:11954,11954,10439,Acidente de Trabalho - Ressarcimento ao Erário
287:3491:11958,11958,3491,Difusão culposa de doença ou praga
287:3415:11959,11959,3415,Receptação culposa
287:3491:11961,11961,3491,Incêndio culposo
9633:9634:9773:11962,11962,9773,Incêndio culposo
287:3491:11963,11963,3491,Explosão culposa
9633:9634:9773:11964,11964,9773,Explosão culposa
9633:9634:9773:11965,11965,9773,Uso culposo de gás tóxico ou asfixiante
287:3491:11966,11966,3491,Uso culposo de gás tóxico ou asfixiante
287:3491:11967,11967,3491,Inundação culposa
9633:9634:9773:11968,11968,9773,Inundação culposa
287:3491:11969,11969,3491,Desabamento ou desmoronamento culposo
9633:9634:9773:11970,11970,9773,Desabamento ou desmoronamento culposo
9633:9634:9773:11971,11971,9773,Difusão culposa de doença ou praga
287:3491:11972,11972,3491,Desastre ferroviário culposo
9633:9634:9773:11973,11973,9773,Desastre ferroviário culposo
1156:11974,11974,1156,Cláusulas Abusivas
899:5626:10577:11977,11977,10577,Alienação Parental
287:3412:11978,11978,3412,Invasão de Dispositivo Informático
9633:9634:11979,11979,9634,Violência Doméstica Contra a Mulher
899:10432:10448:10455:11980,11980,10455,Usucapião Conjugal
9633:9964:11981,11981,9964,Exploração Sexual
8826:9192:11982,11982,9192,Separação de Corpos
9985:9997:11989,11989,9997,Nulidade de ato administrativo
899:10432:10448:10455:11990,11990,10455,Usucapião de bem móvel
9985:10028:10064:11854:11993,11993,11854,Internação Compulsória
9985:10028:10064:11854:11994,11994,11854,Internação Voluntária
9985:10028:10064:11854:11995,11995,11854,Internação Involuntária
1209:4263:12027,12027,4263,Composição Civil
9633:10688:12030,12030,10688,Internação Compulsória
9985:10120:12031,12031,10120,Desapropriação para Regularização de Comunidade Quilombola / Dec. 4887/2003
11428:11583:11584:11615:12044,12044,11615,Registro de Candidatura - DRAP Partido/Coligação
11428:11583:12045:12046,12046,12045,Prestação de Contas - De Candidato
11428:11583:12045:12047,12047,12045,Prestação de Contas - De Comitê Financeiro
11428:11747:12048,12048,11747,Prestação de Contas - De Exercício Financeiro
11428:11583:12049,12049,11583,Impugnação
11428:11583:12049:12050,12050,12049,Impugnação - Identidade de Eleitor Admitido a Votar
11428:11583:12049:12051,12051,12049,Impugnação - Inscrição Eleitoral
11428:11583:12049:12052,12052,12049,Impugnação - Nomeação de Membro da Junta Eleitoral
11428:11583:12049:12053,12053,12049,Impugnação - Nomeação de Membro da Mesa Receptora
11428:11583:12049:12054,12054,12049,Impugnação - Sistema Eletrônico de Votação
11428:11583:12049:12055,12055,12049,Impugnação - Transferência de Domicílio Eleitoral
11428:11583:12049:12056,12056,12049,Impugnação - Voto por Cédula
11428:11583:11716:12062,12062,11716,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral
11428:11583:11716:12063,12063,11716,Conduta Vedada ao Agente Público
11428:12064,12064,11428,Meios Processuais
9633:9964:12090,12090,9964,Perda ou Modificação de Guarda
287:3369:12091,12091,3369,Feminicídio
287:3369:12130,12130,3369,Homicídio Agravado pela Prática de  Extermínio de Seres Humanos
9633:9634:9635:12131,12131,9635,Homicídio Agravado pelo Extermínio de Seres Humanos
8826:12152,12152,8826,Revisão de Tutela Antecipada
899:5626:10577:11986:12155,12155,11986,Suspensão do Poder Familiar
899:5626:10577:11986:12156,12156,11986,Extinção do Poder Familiar
9633:10688:12157,12157,10688,Internação Provisória
1209:12159,12159,1209,Registro de Ocorrência pela PM
8826:9148:10670:12160,12160,10670,Requerimento de Reintegração de Posse
8826:9148:10670:12161,12161,10670,Requerimento de Apreensão de Veículo
899:7673:12162,12162,7673,Cremação/Traslado
287:3385:5560:12194,12194,5560,Contra a Mulher
287:3385:5560:12195,12195,5560,Contra pessoas não identificadas como mulher
9633:9634:9641:9647:12196,12196,9647,Contra a mulher
9633:9634:9641:9647:12197,12197,9647,Contra pessoas não identificadas como mulher
195:6094:12216,12216,6094,Seguro-defeso ao pescado artesanal profissional
287:12217,12217,287,Terrorismo
287:12217:12218,12218,12217,Atos de Terrorismo
287:12217:12219,12219,12217,Organização Terrorista
287:12217:12220,12220,12217,Preparação de ato terrorista
287:12217:12221,12221,12217,Manutenção ou financiamento do terrorismo
1156:7771:6233:12222,12222,6233,Fornecimento de medicamentos
1156:7771:6233:12223,12223,6233,Tratamento médico-hospitalar
1156:7771:6233:12224,12224,6233,Unidade de terapia intensiva (UTI) ou Unidade de cuidados intensivos (UCI)
1156:7771:6233:12225,12225,6233,Reajuste contratual
899:5626:12235,12235,5626,Tutela
899:5626:12235:12236,12236,12235,Nomeação
899:5626:12235:12237,12237,12235,Dispensa
899:5626:12235:12238,12238,12235,Remoção
899:5626:12241,12241,5626,Curatela
899:5626:12241:12242,12242,12241,Levantamento
899:5626:12241:12243,12243,12241,Remoção
899:5626:12241:12244,12244,12241,Dispensa
899:5626:12241:12245,12245,12241,Nomeação
287:12333,12333,287,Crimes previstos na Lei da Organização Criminosa
287:12333:12334,12334,12333,"Promoção, constituição, financiamento ou integração de Organização Criminosa"
287:12333:12335,12335,12333,Crimes ocorridos na investigação da prova
287:12333:12335:12336,12336,12335,"Revelação de identidade, fotografia ou filmagem do colaborador"
287:12333:12335:12337,12337,12335,Imputação falsa de prática de infração penal ou revelação inverídica sobre estrutura de organização criminal
287:12333:12335:12338,12338,12335,Descumprimento de determinação de sigilo
287:12333:12335:12339,12339,12335,"Recusa ou omissão de dados cadastrais, registros, documentos e informações"
287:3692:12340,12340,3692,Provocação de tumulto ou conduta inconveniente
9633:9964:12341,12341,9964,Apadrinhamento de Criança ou Adolescente
